Index	Chemical_Name	ChEMBL_ID	Pubchem_ID	Uniprot_ID	Protein_Name	Gene_Name	Gene_ID	Confidence_Score	Source_database
27	Fostamatinib	CHEMBL2103830	11671467	P06239	Tyrosine-protein kinase Lck	LCK	3932	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P53779	Mitogen-activated protein kinase 10	MAPK10	5602	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H422	Homeodomain-interacting protein kinase 3	HIPK3	10114	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P04626	Receptor tyrosine-protein kinase erbB-2	ERBB2	2064	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P29376	Leukocyte tyrosine kinase receptor	LTK	4058	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P48736	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"	PIK3CG	5294	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q7L7X3	Serine/threonine-protein kinase TAO1	TAOK1	57551	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P05129	Protein kinase C gamma type	PRKCG	5582	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9P2K8	eIF-2-alpha kinase GCN2	EIF2AK4	440275	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y2H9	Microtubule-associated serine/threonine-protein kinase 1	MAST1	22983	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9BXA7	Testis-specific serine/threonine-protein kinase 1	TSSK1B	83942	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P53350	Serine/threonine-protein kinase PLK1	PLK1	5347	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P52564	Dual specificity mitogen-activated protein kinase kinase 6	MAP2K6	5608	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9P286	Serine/threonine-protein kinase PAK 5	PAK5	57144	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16512	Serine/threonine-protein kinase N1	PKN1	5585	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P42684	Abelson tyrosine-protein kinase 2	ABL2	27	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P17612	cAMP-dependent protein kinase catalytic subunit alpha	PRKACA	5566	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P11362	Fibroblast growth factor receptor 1	FGFR1	2260	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P0C264	Uncharacterized serine/threonine-protein kinase SBK3	SBK3	100130827	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O75385	Serine/threonine-protein kinase ULK1	ULK1	8408	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P54646	5'-AMP-activated protein kinase catalytic subunit alpha-2	PRKAA2	5563	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P51955	Serine/threonine-protein kinase Nek2	NEK2	4751	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UBF8	Phosphatidylinositol 4-kinase beta	PI4KB	5298	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P07333	Macrophage colony-stimulating factor 1 receptor	CSF1R	1436	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O15530	3-phosphoinositide-dependent protein kinase 1	PDPK1	5170	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P25774	Cathepsin S	CTSS	1520	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9P0L2	Serine/threonine-protein kinase MARK1	MARK1	4139	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P43403	Tyrosine-protein kinase ZAP-70	ZAP70	7535	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P06493	Cyclin-dependent kinase 1	CDK1	983	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P21802	Fibroblast growth factor receptor 2	FGFR2	2263	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P80192	Mitogen-activated protein kinase kinase kinase 9	MAP3K9	4293	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P54760	Ephrin type-B receptor 4	EPHB4	2050	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UQB9	Aurora kinase C	AURKC	6795	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P46734	Dual specificity mitogen-activated protein kinase kinase 3	MAP2K3	5606	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P29320	Ephrin type-A receptor 3	EPHA3	2042	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q14680	Maternal embryonic leucine zipper kinase	MELK	9833	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O14757	Serine/threonine-protein kinase Chk1	CHEK1	1111	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q06418	Tyrosine-protein kinase receptor TYRO3	TYRO3	7301	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16584	Mitogen-activated protein kinase kinase kinase 11	MAP3K11	4296	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16816	"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"	PHKG1	5260	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8NI60	"Atypical kinase COQ8A, mitochondrial"	COQ8A	56997	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96Q40	Cyclin-dependent kinase 15	CDK15	65061	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P07949	Proto-oncogene tyrosine-protein kinase receptor Ret	RET	5979	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9HBH9	MAP kinase-interacting serine/threonine-protein kinase 2	MKNK2	2872	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P16234	Platelet-derived growth factor receptor alpha	PDGFRA	5156	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q6PHR2	Serine/threonine-protein kinase ULK3	ULK3	25989	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UGJ0	5'-AMP-activated protein kinase subunit gamma-2	PRKAG2	51422	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q6P3R8	Serine/threonine-protein kinase Nek5	NEK5	341676	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q15303	Receptor tyrosine-protein kinase erbB-4	ERBB4	2066	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P04629	High affinity nerve growth factor receptor	NTRK1	4914	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P49761	Dual specificity protein kinase CLK3	CLK3	1198	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q15139	Serine/threonine-protein kinase D1	PRKD1	5587	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P35916	Vascular endothelial growth factor receptor 3	FLT4	2324	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P43405	Tyrosine-protein kinase SYK	SYK	6850	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P07711	Cathepsin L1	CTSL	1514	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P21709	Ephrin type-A receptor 1	EPHA1	2041	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q04759	Protein kinase C theta type	PRKCQ	5588	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P42685	Tyrosine-protein kinase FRK	FRK	2444	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q02779	Mitogen-activated protein kinase kinase kinase 10	MAP3K10	4294	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P07947	Tyrosine-protein kinase Yes	YES1	7525	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UK32	Ribosomal protein S6 kinase alpha-6	RPS6KA6	27330	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UF33	Ephrin type-A receptor 6	EPHA6	285220	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9BUB5	MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	8569	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8IYT8	Serine/threonine-protein kinase ULK2	ULK2	9706	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P54619	5'-AMP-activated protein kinase subunit gamma-1	PRKAG1	5571	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O43283	Mitogen-activated protein kinase kinase kinase 13	MAP3K13	9175	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P51957	Serine/threonine-protein kinase Nek4	NEK4	6787	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y6E0	Serine/threonine-protein kinase 24	STK24	8428	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P15056	Serine/threonine-protein kinase B-raf	BRAF	673	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H1R3	"Myosin light chain kinase 2, skeletal/cardiac muscle"	MYLK2	85366	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q56UN5	Mitogen-activated protein kinase kinase kinase 19	MAP3K19	80122	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O00444	Serine/threonine-protein kinase PLK4	PLK4	10733	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q2M2I8	AP2-associated protein kinase 1	AAK1	22848	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P19784	Casein kinase II subunit alpha'	CSNK2A2	1459	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P57078	Receptor-interacting serine/threonine-protein kinase 4	RIPK4	54101	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96RR4	Calcium/calmodulin-dependent protein kinase kinase 2	CAMKK2	10645	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P0DMS8	Adenosine receptor A3	ADORA3	140	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q5S007	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	120892	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13523	Serine/threonine-protein kinase PRP4 homolog	PRPF4B	8899	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P68400	Casein kinase II subunit alpha	CSNK2A1	1457	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q15375	Ephrin type-A receptor 7	EPHA7	2045	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P11802	Cyclin-dependent kinase 4	CDK4	1019	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P04049	RAF proto-oncogene serine/threonine-protein kinase	RAF1	5894	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9NYY3	Serine/threonine-protein kinase PLK2	PLK2	10769	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O14965	Aurora kinase A	AURKA	6790	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P54764	Ephrin type-A receptor 4	EPHA4	2043	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9NWZ3	Interleukin-1 receptor-associated kinase 4	IRAK4	51135	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O75460	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	2081	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P23458	Tyrosine-protein kinase JAK1	JAK1	3716	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16539	Mitogen-activated protein kinase 14	MAPK14	1432	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q12852	Mitogen-activated protein kinase kinase kinase 12	MAP3K12	7786	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8IY84	Serine/threonine-protein kinase NIM1	NIM1K	167359	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P54762	Ephrin type-B receptor 1	EPHB1	2047	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y4K4	Mitogen-activated protein kinase kinase kinase kinase 5	MAP4K5	11183	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16832	Discoidin domain-containing receptor 2	DDR2	4921	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UGI9	5'-AMP-activated protein kinase subunit gamma-3	PRKAG3	53632	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P14616	Insulin receptor-related protein	INSRR	3645	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8TD19	Serine/threonine-protein kinase Nek9	NEK9	91754	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P42680	Tyrosine-protein kinase Tec	TEC	7006	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8N5S9	Calcium/calmodulin-dependent protein kinase kinase 1	CAMKK1	84254	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y2U5	Mitogen-activated protein kinase kinase kinase 2	MAP3K2	10746	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13237	cGMP-dependent protein kinase 2	PRKG2	5593	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q15569	Dual specificity testis-specific protein kinase 1	TESK1	7016	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H093	NUAK family SNF1-like kinase 2	NUAK2	81788	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q6DT37	Serine/threonine-protein kinase MRCK gamma	CDC42BPG	55561	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9BVS4	Serine/threonine-protein kinase RIO2	RIOK2	55781	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16620	BDNF/NT-3 growth factors receptor	NTRK2	4915	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q05655	Protein kinase C delta type	PRKCD	5580	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9NRH2	SNF-related serine/threonine-protein kinase	SNRK	54861	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P54756	Ephrin type-A receptor 5	EPHA5	2044	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P29322	Ephrin type-A receptor 8	EPHA8	2046	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P52333	Tyrosine-protein kinase JAK3	JAK3	3718	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q12866	Tyrosine-protein kinase Mer	MERTK	10461	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q14164	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	IKBKE	9641	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13233	Mitogen-activated protein kinase kinase kinase 1	MAP3K1	4214	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UIK4	Death-associated protein kinase 2	DAPK2	23604	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P48729	Casein kinase I isoform alpha	CSNK1A1	1452	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P22309	UDP-glucuronosyltransferase 1-1	UGT1A1	54658	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P08631	Tyrosine-protein kinase HCK	HCK	3055	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UHD2	Serine/threonine-protein kinase TBK1	TBK1	29110	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P22694	cAMP-dependent protein kinase catalytic subunit beta	PRKACB	5567	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P00533	Epidermal growth factor receptor	EGFR	1956	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O60285	NUAK family SNF1-like kinase 1	NUAK1	9891	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P37173	TGF-beta receptor type-2	TGFBR2	7048	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13555	Calcium/calmodulin-dependent protein kinase type II subunit gamma	CAMK2G	818	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9BRS2	Serine/threonine-protein kinase RIO1	RIOK1	83732	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UKI8	Serine/threonine-protein kinase tousled-like 1	TLK1	9874	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P10721	Mast/stem cell growth factor receptor Kit	KIT	3815	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O43293	Death-associated protein kinase 3	DAPK3	1613	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13153	Serine/threonine-protein kinase PAK 1	PAK1	5058	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H0K1	Serine/threonine-protein kinase SIK2	SIK2	23235	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q92772	Cyclin-dependent kinase-like 2	CDKL2	8999	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O75747	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma	PIK3C2G	5288	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P33981	Dual specificity protein kinase TTK	TTK	7272	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O94804	Serine/threonine-protein kinase 10	STK10	6793	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P11309	Serine/threonine-protein kinase pim-1	PIM1	5292	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O00329	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	PIK3CD	5293	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9HAZ1	Dual specificity protein kinase CLK4	CLK4	57396	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96D53	"Atypical kinase COQ8B, mitochondrial"	COQ8B	79934	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q15418	Ribosomal protein S6 kinase alpha-1	RPS6KA1	6195	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O14936	Peripheral plasma membrane protein CASK	CASK	8573	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P51617	Interleukin-1 receptor-associated kinase 1	IRAK1	3654	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q06187	Tyrosine-protein kinase BTK	BTK	695	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O15075	Serine/threonine-protein kinase DCLK1	DCLK1	9201	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8IW41	MAP kinase-activated protein kinase 5	MAPKAPK5	8550	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q08881	Tyrosine-protein kinase ITK/TSK	ITK	3702	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P35590	Tyrosine-protein kinase receptor Tie-1	TIE1	7075	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O95835	Serine/threonine-protein kinase LATS1	LATS1	9113	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O95747	Serine/threonine-protein kinase OSR1	OXSR1	9943	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13131	5'-AMP-activated protein kinase catalytic subunit alpha-1	PRKAA1	5562	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P29323	Ephrin type-B receptor 2	EPHB2	2048	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P27448	MAP/microtubule affinity-regulating kinase 3	MARK3	4140	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P09619	Platelet-derived growth factor receptor beta	PDGFRB	5159	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O00750	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	PIK3C2B	5287	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UKE5	TRAF2 and NCK-interacting protein kinase	TNIK	23043	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P35968	Vascular endothelial growth factor receptor 2	KDR	3791	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O15146	"Muscle, skeletal receptor tyrosine-protein kinase"	MUSK	4593	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H3Y6	Tyrosine-protein kinase Srms	SRMS	6725	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P49760	Dual specificity protein kinase CLK2	CLK2	1196	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O60885	Bromodomain-containing protein 4 	BRD4	23476	0.8	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9UM73	ALK tyrosine kinase receptor 	ALK	238	0.963	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P29376	Leukocyte tyrosine kinase receptor 	LTK	4058	0.958	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P14616	Insulin receptor-related protein 	INSRR	3645	0.94	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P08069	Insulin-like growth factor 1 receptor 	IGF1R	3480	0.912	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P06213	Insulin receptor 	INSR	3643	0.912	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P08922	Proto-oncogene tyrosine-protein kinase ROS 	ROS1	6098	0.899	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O75385	Serine/threonine-protein kinase ULK1 	ULK1	8408	0.899	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q05397	Focal adhesion kinase 1 	PTK2	5747	0.899	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q14289	Protein-tyrosine kinase 2-beta 	PTK2B	2185	0.899	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O00444	Serine/threonine-protein kinase PLK4 	PLK4	10733	0.899	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O00238	Bone morphogenetic protein receptor type-1B 	BMPR1B	658	0.899	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P16591	Tyrosine-protein kinase Fer 	FER	2241	0.898	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q5S007	Leucine-rich repeat serine/threonine-protein kinase 2 	LRRK2	120892	0.898	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8IYT8	Serine/threonine-protein kinase ULK2 	ULK2	9706	0.898	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13470	Non-receptor tyrosine-protein kinase TNK1 	TNK1	8711	0.898	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q07912	Activated CDC42 kinase 1 	TNK2	10188	0.898	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9H093	NUAK family SNF1-like kinase 2 	NUAK2	81788	0.898	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9BYT3	Serine/threonine-protein kinase 33 	STK33	65975	0.896	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P07332	Tyrosine-protein kinase Fes/Fps 	FES	2242	0.894	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O15075	Serine/threonine-protein kinase DCLK1 	DCLK1	9201	0.893	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O14976	Cyclin-G-associated kinase 	GAK	2580	0.893	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q96RR4	Calcium/calmodulin-dependent protein kinase kinase 2 	CAMKK2	10645	0.883	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q6PHR2	Serine/threonine-protein kinase ULK3 	ULK3	25989	0.883	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P30530	Tyrosine-protein kinase receptor UFO 	AXL	558	0.881	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q96L34	MAP/microtubule affinity-regulating kinase 4 	MARK4	57787	0.881	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P49759	Dual specificity protein kinase CLK1 	CLK1	1195	0.881	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P27448	MAP/microtubule affinity-regulating kinase 3 	MARK3	4140	0.881	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P15735	"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform "	PHKG2	5261	0.879	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8WU08	Serine/threonine-protein kinase 32A 	STK32A	202374	0.879	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O60285	NUAK family SNF1-like kinase 1 	NUAK1	9891	0.879	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9C098	Serine/threonine-protein kinase DCLK3 	DCLK3	85443	0.877	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P36888	Receptor-type tyrosine-protein kinase FLT3 	FLT3	2322	0.875	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P57059	Serine/threonine-protein kinase SIK1 	SIK1	102724428	0.875	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P35590	Tyrosine-protein kinase receptor Tie-1 	TIE1	7075	0.875	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O60674	Tyrosine-protein kinase JAK2 	JAK2	3717	0.873	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q8N568	Serine/threonine-protein kinase DCLK2 	DCLK2	166614	0.873	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9H0K1	Serine/threonine-protein kinase SIK2 	SIK2	23235	0.871	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P51812	Ribosomal protein S6 kinase alpha-3 	RPS6KA3	6197	0.871	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q16816	"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform "	PHKG1	5260	0.871	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P52333	Tyrosine-protein kinase JAK3 	JAK3	3718	0.871	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q12866	Tyrosine-protein kinase Mer 	MERTK	10461	0.867	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P53350	Serine/threonine-protein kinase PLK1 	PLK1	5347	0.865	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9H2G2	STE20-like serine/threonine-protein kinase 	SLK	9748	0.863	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q52WX2	Serine/threonine-protein kinase SBK1 	SBK1	388228	0.863	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q06187	Tyrosine-protein kinase BTK 	BTK	695	0.858	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P07947	Tyrosine-protein kinase Yes 	YES1	7525	0.858	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9NY57	Serine/threonine-protein kinase 32B 	STK32B	55351	0.856	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9BXA7	Testis-specific serine/threonine-protein kinase 1 	TSSK1B	83942	0.854	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q7L7X3	Serine/threonine-protein kinase TAO1 	TAOK1	57551	0.854	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q9UK32	Ribosomal protein S6 kinase alpha-6 	RPS6KA6	27330	0.85	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	P42685	Tyrosine-protein kinase FRK 	FRK	2444	0.85	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	Q13131	5'-AMP-activated protein kinase catalytic subunit alpha-1 	PRKAA1	5562	0.85	STITCH
28	NVP-TAE684	CHEMBL509032	16038120	O75914	Serine/threonine-protein kinase PAK 3 	PAK3	5063	0.845	STITCH
